cae_num	cae_str	des_pt	des_en	rev
151	151	Abate de animais, preparação e conservação de carne e de produtos a base de carne	Slaughtering of animals, processing and preserving of meat and meat products	2
1511	1511	Abate de gado (produção de carne)	Slaughtering of animals (production of meat)	2
15110	15110	Abate de gado (produção de carne)	Slaughtering of animals (production of meat)	2
1512	1512	Abate de aves e de coelhos (produção de carne)	Slaughtering of poultry and rabbits (production of meat)	2
15120	15120	Abate de aves e de coelhos (produção de carne)	Slaughtering of poultry and rabbits (production of meat)	2
1513	1513	Fabricação de produtos à base de carne	Production of meat and poultrymeat products	2
15130	15130	Fabricação de produtos à base de carne	Production of meat and poultrymeat products	2
152	152	Indústria transformadora da pesca e da aquacultura	Processing and preserving of fish and fish products	2
1520	1520	Indústria transformadora da pesca e da aquacultura	Processing and preserving of fish and fish products	2
15201	15201	Preparação de produtos da pesca e da aquacultura	Preparation of fish and fish products	2
15202	15202	Congelação de produtos da pesca e da aquacultura	Freezing of fish and fish products	2
15203	15203	Conservação de produtos da pesca e da aquacultura em azeite e outros óleos vegetais e outros molhos	Preserving of fish and fish products in olive oil and other vegetable oil and other sauces	2
15204	15204	Secagem, salga e outras actividades de transformação de produtos da pesca e da aquacultura	Drying, salting and other fish processing and preserving	2
153	153	Indústria de conservação de frutos e de produtos hortícolas	Processing and preserving of fruit and vegetables	2
1531	1531	Preparação e conservação de batatas	Preparation and preserving of potatoes	2
15310	15310	Preparação e conservação de batatas	Preparation and preserving of potatoes	2
1532	1532	Fabricação de sumos de frutos e de produtos hortícolas	Manufacture of fruit and vegetable juice	2
15320	15320	Fabricação de sumos de frutos e de produtos hortícolas	Manufacture of fruit and vegetable juice	2
1533	1533	Preparação e conservação de frutos e de produtos hortícolas, n.e.	Preparation and preserving of fruit and vegetables n.e.c.	2
15331	15331	Congelação de frutos e de produtos hortícolas	Freezing of fruit and vegetables	2
15332	15332	Secagem e desidratação de frutos e de produtos hortícolas	Drying and dehydration of fruit and vegetables	2
15333	15333	Fabricação de doces, compotas, geleias e marmelada	Manufacture of jams, marmalades and table jellies	2
15334	15334	Descasque e transformação de frutos de casca rija comestíveis	Peeling and processing of edible nuts	2
15335	15335	Preparação e conservação de frutos e de produtos hortícolas por processos, n.e.	Preparation and preserving of fruit and vegetables, n.e.c.	2
154	154	Produção de óleos e gorduras animais e vegetais	Manufacture of vegetable and animal oils and fats	2
1541	1541	Produção de óleos e gorduras brutos	Manufacture of crude oils and fats	2
15411	15411	Produção de óleos e gorduras animais brutos	Manufacture of crude animal oils and fats	2
15412	15412	Produção de azeite	Production of olive oil	2
15413	15413	Produção de óleos vegetais brutos (excepto azeite)	Production of crude vegetable oils (except olive oil)	2
1542	1542	Refinação de óleos e gorduras	Manufacture of refined oils and fats	2
15420	15420	Refinação de óleos e gorduras	Manufacture of refined oils and fats	2
1543	1543	Fabricação de margarinas e de gorduras alimentares similares	Manufacture of margarine and similar edible fats	2
15430	15430	Fabricação de margarinas e de gorduras alimentares similares	Manufacture of margarine and similar edible fats	2
155	155	Indústria de lacticínios	Manufacture of dairy products	2
1551	1551	Indústrias do leite e derivados	Operation of dairies and cheese making	2
15510	15510	Indústrias do leite e derivados	Operation of dairies and cheese making	2
1552	1552	Fabricação de gelados e sorvetes	Manufacture of ice cream	2
15520	15520	Fabricação de gelados e sorvetes	Manufacture of ice cream	2
156	156	Transformação de cereais e leguminosas	Manufacture of grain mill products, starches and starch products	2
1561	1561	Transformação de cereais e leguminosas	Manufacture of grain mill products	2
15611	15611	Moagem de cereais	Grain milling	2
15612	15612	Descasque, branqueamento e glaciagem de arroz	Husking, whitening and glazing of rice	2
15613	15613	Transformação de cereais e leguminosas, n.e.	Manufacture of grain mill products, n.e.c.	2
1562	1562	Fabricação de amidos, féculas e produtos afins	Manufacture of starches and starch products	2
15620	15620	Fabricação de amidos, féculas e produtos afins	Manufacture of starches and starch products	2
157	157	Fabricação de alimentos compostos para animais	Manufacture of prepared animal feeds	2
1571	1571	Fabricação de alimentos para animais de criação	Manufacture of prepared feeds for farm animals	2
15710	15710	Fabricação de alimentos para animais de criação	Manufacture of prepared feeds for farm animals	2
1572	1572	Fabricação de alimentos para animais de estimação	Manufacture of prepared pet foods	2
15720	15720	Fabricação de alimentos para animais de estimação	Manufacture of prepared pet foods	2
158	158	Fabricação de outros produtos alimentares	Manufacture of other food products	2
1581	1581	Panificação e pastelaria	"Manufacture of bread; manufacture of fresh pastry goods and cakes"	2
15811	15811	Panificação	Manufacture of bread	2
15812	15812	Pastelaria	Manufacture of fresh pastry goods and cakes	2
1582	1582	Fabricação de bolachas, biscoitos, tostas e pastelaria de conservação	"Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes"	2
15820	15820	Fabricação de bolachas, biscoitos, tostas e pastelaria de conservação	"Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes"	2
1583	1583	Indústria do açúcar	Manufacture of sugar	2
15830	15830	Indústria do açúcar	Manufacture of sugar	2
1584	1584	Indústria do cacau, do chocolate e dos produtos de confeitaria	"Manufacture of cocoa; chocolate and sugar confectionery"	2
15841	15841	Fabricação de cacau e de chocolate	Manufacture of cocoa and chocolate	2
15842	15842	Fabricação de produtos de confeitaria	Manufacture of sugar confectionery	2
1585	1585	Fabricação de massas alimentícias, cuscuz e similares	Manufacture of macaroni, noodles, couscous and similar farinaceous products	2
15850	15850	Fabricação de massas alimentícias, cuscuz e similares	Manufacture of macaroni, noodles, couscous and similar farinaceous products	2
1586	1586	Indústria do café e do chá	Processing of tea and coffee	2
15860	15860	Indústria do café e do chá	Processing of tea and coffee	2
1587	1587	Fabricação de condimentos e temperos	Manufacture of condiments and seasonings	2
15870	15870	Fabricação de condimentos e temperos	Manufacture of condiments and seasonings	2
1588	1588	Fabricação de alimentos homogeneizados e dietéticos	Manufacture of homogenized food preparations and dietetic food	2
15880	15880	Fabricação de alimentos homogeneizados e dietéticos	Manufacture of homogenized food preparations and dietetic food	2
1589	1589	Fabricação de outros produtos alimentares, n.e.	Manufacture of other food products n.e.c.	2
15891	15891	Fabricação de fermentos, leveduras e adjuvantes para panificação e pastelaria	Manufacture of starters, yeast and adjuvants for breadmaking and pastry	2
15892	15892	Fabricação de caldos, sopas e sobremesas	Manufacture of broths, soups and desserts	2
15893	15893	Fabricação de outros produtos alimentares diversos, n.e.	Manufacture of other food products n.e.c.	2
159	159	Indústria das bebidas	Manufacture of beverages	2
1591	1591	Fabricação de bebidas alcoólicas destiladas	Manufacture of distilled potable alcoholic beverages	2
15911	15911	Produção de aguardentes preparadas	Manufacture of prepared spirits	2
15912	15912	Produção de aguardentes não preparadas	Manufacture of non-prepared spirits	2
15913	15913	Produção de licores e de outras bebidas destiladas	Manufacture of liqueurs and other distilled alcoholic beverages	2
1592	1592	Fabricação de álcool etílico de fermentação	Production of ethyl alcohol from fermented materials	2
15920	15920	Fabricação de álcool etílico de fermentação	Production of ethyl alcohol from fermented materials	2
1593	1593	Indústria do vinho	Manufacture of wines	2
15931	15931	Produção de vinhos comuns e licorosos	Manufacture of ordinary and liqueur wine	2
15932	15932	Produção de vinhos espumantes e espumosos	Manufacture of sparkling wine	2
1594	1594	Fabricação de cidra e de outras bebidas fermentadas de frutos	Manufacture of cider and other fruit wines	2
15940	15940	Fabricação de cidra e de outras bebidas fermentadas de frutos	Manufacture of cider and other fruit wines	2
1595	1595	Fabricação de vermutes e de outras bebidas fermentadas não destiladas	Manufacture of vermouths and other non-distilled fermented beverages	2
15950	15950	Fabricação de vermutes e de outras bebidas fermentadas não destiladas	Manufacture of vermouths and other non-distilled fermented beverages	2
1596	1596	Fabricação de cerveja	Manufacture of beer	2
15960	15960	Fabricação de cerveja	Manufacture of beer	2
1597	1597	Fabricação de malte	Manufacture of malt	2
15970	15970	Fabricação de malte	Manufacture of malt	2
1598	1598	Produção de águas minerais e de bebidas refrescantes não alcoólicas	Production of mineral waters and soft drinks	2
15981	15981	Engarrafamento de águas minerais naturais e de nascente	Bottling of natural mineral and spring waters	2
15982	15982	Fabricação de refrigerantes e de outras bebidas não alcoólicas, n.e.	Production of soft drinks and other non-alcoholic flavoured and/or sweetened waters, n.e.c.	2
16	16	Indústria do tabaco	Manufacture of tobacco products	2
160	160	Indústria do tabaco	Manufacture of tobacco products	2
1600	1600	Indústria do tabaco	Manufacture of tobacco products	2
16000	16000	Indústria do tabaco	Manufacture of tobacco products	2
-20402	DB	Indústria têxtil	Manufacture of textiles and textile products	2
17	17	Fabricação de têxteis	Manufacture of textiles	2
171	171	Preparação e fiação de fibras têxteis	Preparation and spinning of textile fibres	2
1711	1711	Preparação e fiação de fibras do tipo algodão	Preparation and spinning of cotton-type fibres	2
17110	17110	Preparação e fiação de fibras do tipo algodão	Preparation and spinning of cotton-type fibres	2
1712	1712	Preparação e fiação de fibras do tipo lã cardada	Preparation and spinning of woollen-type fibres	2
17120	17120	Preparação e fiação de fibras do tipo lã cardada	Preparation and spinning of woollen-type fibres	2
1713	1713	Preparação e fiação de fibras do tipo lã penteada	Preparation and spinning of worsted-type fibres	2
17130	17130	Preparação e fiação de fibras do tipo lã penteada	Preparation and spinning of worsted-type fibres	2
1714	1714	Preparação e fiação de fibras do tipo linho	Preparation and spinning of flax-type fibres	2
17140	17140	Preparação e fiação de fibras do tipo linho	Preparation and spinning of flax-type fibres	2
1715	1715	Preparação e fiação da seda e preparação e texturização de filamentos sintéticos e artificiais	Throwing and preparation of silk, including from noils, and throwing and texturing of synthetic or artificial filament yarns	2
17150	17150	Preparação e fiação da seda e preparação e texturização de filamentos sintéticos e artificiais	Throwing and preparation of silk, including from noils, and throwing and texturing of synthetic or artificial filament yarns	2
1716	1716	Fabricação de linhas de costura	Manufacture of sewing threads	2
17160	17160	Fabricação de linhas de costura	Manufacture of sewing threads	2
1717	1717	Preparação e fiação de outras fibras têxteis	Preparation and spinning of other textile fibres	2
17170	17170	Preparação e fiação de outras fibras têxteis	Preparation and spinning of other textile fibres	2
172	172	Tecelagem de têxteis	Textile weaving	2
1721	1721	Tecelagem de fio do tipo algodão	Cotton-type weaving	2
17210	17210	Tecelagem de fio do tipo algodão	Cotton-type weaving	2
1722	1722	Tecelagem de fio do tipo lã cardada	Woollen-type weaving	2
17220	17220	Tecelagem de fio do tipo lã cardada	Woollen-type weaving	2
1723	1723	Tecelagem de fio do tipo lã penteada	Worsted-type weaving	2
17230	17230	Tecelagem de fio do tipo lã penteada	Worsted-type weaving	2
1724	1724	Tecelagem de fio do tipo seda	Silk-type weaving	2
17240	17240	Tecelagem de fio do tipo seda	Silk-type weaving	2
1725	1725	Tecelagem de fio de outros têxteis	Other textile weaving	2
17250	17250	Tecelagem de fio de outros têxteis	Other textile weaving	2
173	173	Acabamento de têxteis	Finishing of textiles	2
1730	1730	Acabamento de têxteis	Finishing of textiles	2
17301	17301	Branqueamento e tingimento	Bleaching and dyeing	2
17302	17302	Estampagem	Printing services of textile articles	2
17303	17303	Acabamento de fios e tecidos, n.e.	Finishing of yarns and fabrics, n.e.c.	2
174	174	Fabricação de artigos têxteis confeccionados, excepto vestuário	Manufacture of made-up textile articles, except apparel	2
1740	1740	Fabricação de artigos têxteis confeccionados, excepto vestuário	Manufacture of made-up textile articles, except apparel	2
17400	17400	Fabricação de artigos têxteis confeccionados, excepto vestuário	Manufacture of made-up textile articles, except apparel	2
175	175	Outras indústrias têxteis	Manufacture of other textiles	2
1751	1751	Fabricação de tapetes e carpetes	Manufacture of carpets and rugs	2
17510	17510	Fabricação de tapetes e carpetes	Manufacture of carpets and rugs	2
1752	1752	Fabricação de cordoaria e redes	Manufacture of cordage, rope, twine and netting	2
17521	17521	Fabricação de cordoaria	Manufacture of cordage, rope and twine	2
17522	17522	Fabricação de redes	Manufacture of nets	2
1753	1753	Fabricação de não tecidos e respectivos artigos, excepto vestuário	Manufacture of non-wovens and articles made from non-wovens, except apparel	2
17530	17530	Fabricação de não tecidos e respectivos artigos, excepto vestuário	Manufacture of non-wovens and articles made from non-wovens, except apparel	2
1754	1754	Outras indústrias têxteis, n.e.	Manufacture of other textiles n.e.c.	2
17541	17541	Fabricação de passamanarias e sirgarias	Manufacture of ornamental trimmings and narrow fabrics	2
17542	17542	Fabricação de bordados	Manufacture of embroidery	2
17543	17543	Fabricação de rendas	Manufacture of lace	2
17544	17544	Outras indústrias têxteis diversas, n.e.	Manufacture of other miscellaneous textiles, n.e.c.	2
176	176	Fabricação de tecidos de malha	Manufacture of knitted and crocheted fabrics	2
1760	1760	Fabricação de tecidos de malha	Manufacture of knitted and crocheted fabrics	2
17600	17600	Fabricação de tecidos de malha	Manufacture of knitted and crocheted fabrics	2
177	177	Fabricação de artigos de malha	Manufacture of knitted and crocheted articles	2
1771	1771	Fabricação de meias e similares de malha	Manufacture of knitted and crocheted hosiery	2
17710	17710	Fabricação de meias e similares de malha	Manufacture of knitted and crocheted hosiery	2
1772	1772	Fabricação de pulôveres, casacos e artigos similares de malha	Manufacture of knitted and crocheted pullovers, cardigans and similar articles	2
17720	17720	Fabricação de pulôveres, casacos e artigos similares de malha	Manufacture of knitted and crocheted pullovers, cardigans and similar articles	2
18	18	"Indústria do vestuário; preparação, tingimento e fabricação de artigos de peles com pêlo"	"Manufacture of wearing apparel; dressing and dyeing of fur"	2
181	181	Confecção de artigos de vestuário em couro	Manufacture of leather clothes	2
1810	1810	Confecção de artigos de vestuário em couro	Manufacture of leather clothes	2
18100	18100	Confecção de artigos de vestuário em couro	Manufacture of leather clothes	2
182	182	Confecção de outros artigos e acessórios de vestuário	Manufacture of other wearing apparel and accessories	2
1821	1821	Confecção de vestuário de trabalho e de uniformes	Manufacture of workwear	2
18210	18210	Confecção de vestuário de trabalho e de uniformes	Manufacture of workwear	2
1822	1822	Confecção de outro vestuário exterior	Manufacture of other outerwear	2
18221	18221	Confecção de outro vestuário exterior em série	Manufacture of other ready-to-wear outerwear	2
18222	18222	Confecção de outro vestuário exterior por medida	Manufacture of other made-to-measure outerwear	2
1823	1823	Confecção de roupa interior	Manufacture of underwear	2
18230	18230	Confecção de roupa interior	Manufacture of underwear	2
1824	1824	Confecção de outros artigos e acessórios de vestuário, n.e.	Manufacture of other wearing apparel and accessories n.e.c.	2
18240	18240	Confecção de outros artigos e acessórios de vestuário, n.e.	Manufacture of other wearing apparel and accessories n.e.c.	2
183	183	Preparação, tingimento e fabricação de artigos de peles com pêlo	"Dressing and dyeing of fur; manufacture of articles of fur"	2
1830	1830	Preparação, tingimento e fabricação de artigos de peles com pêlo	"Dressing and dyeing of fur; manufacture of articles of fur"	2
18301	18301	Curtimenta e acabamento de peles com pêlo	Tanning and dressing of fur	2
18302	18302	Fabricação de artigos de peles com pêlo	Manufacture of articles of fur	2
-20403	DC	Indústria do couro e dos produtos do couro	Manufacture of leather and leather products	2
19	19	Curtimenta e acabamento de peles sem pêlo: fabricação de artigos de viagem, marroquinaria, artigos de correeiro seleiro e calçado	"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"	2
191	191	Curtimenta e acabamento de peles sem pêlo	Tanning and dressing of leather	2
1910	1910	Curtimenta e acabamento de peles sem pêlo	Tanning and dressing of leather	2
19101	19101	Curtimenta e acabamento de peles sem pêlo	Tanning and dressing of leather	2
19102	19102	Fabricação de couro reconstituído	Manufacture of composition leather	2
192	192	Fabricação de artigos de viagem e de uso pessoal, de marroquinaria, de correeiro e de seleiro	Manufacture of luggage, handbags and the like, saddlery and harness	2
1920	1920	Fabricação de artigos de viagem e de uso pessoal, de marroquinaria, de correeiro e de seleiro	Manufacture of luggage, handbags and the like, saddlery and harness	2
19200	19200	Fabricação de artigos de viagem e de uso pessoal, de marroquinaria, de correeiro e de seleiro	Manufacture of luggage, handbags and the like, saddlery and harness	2
193	193	Indústria do calçado	Footwear industry	2
1930	1930	Indústria do calçado	Footwear industry	2
19301	19301	Fabricação de calçado	Manufacture of footwear	2
19302	19302	Fabricação de componentes para calçado	Manufacture of parts of footwear	2
-20404	DD	Indústrias da madeira e da cortiça e suas obras	Manufacture of wood and wood products	2
20	20	"indústrias da madeira e da cortiça e suas obras, excepto mobiliário; fabricação de obras de cestaria e espartaria"	"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"	2
201	201	Serração, aplainamento e impregnação da madeira	"Sawmilling and planing of wood; impregnation of wood"	2
2010	2010	Serração, aplainamento e impregnação da madeira	"Sawmilling and planing of wood; impregnation of wood"	2
20101	20101	Serração de madeira	Sawmilling of wood	2
20102	20102	Impregnação de madeira	Impregnation of wood	2
202	202	Fabricação de folheados, contraplacados, painéis lamelados, de partículas, de fibras e de outros painéis	"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board, fibre board and other panels and boards"	2
2020	2020	Fabricação de folheados, contraplacados, painéis lamelados, de partículas, de fibras e de outros painéis	"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board, fibre board and other panels and boards"	2
20201	20201	Fabricação de painéis de partículas de madeira	Manufacture of wood particle boards	2
20202	20202	Fabricação de painéis de fibras de madeira	Manufacture of wood fibre boards	2
20203	20203	Fabricação de folheados, contraplacados, lamelados e de outros painéis	"Manufacture of veneer sheets; manufacture of plywood, laminboard and other panels and boards"	2
203	203	Fabricação de obras de carpintaria para a construção	Manufacture of builders' carpentry and joinery	2
2030	2030	Fabricação de obras de carpintaria para a construção	Manufacture of builders' carpentry and joinery	2
20301	20301	Parqueteria	Manufacture of assembled of parquet floors	2
20302	20302	Carpintaria	Carpentry	2
204	204	Fabricação de embalagens de madeira	Manufacture of wooden containers	2
2040	2040	Fabricação de embalagens de madeira	Manufacture of wooden containers	2
20400	20400	Fabricação de embalagens de madeira	Manufacture of wooden containers	2
205	205	"Fabricação de outras obras de madeira e de obras de cestaria e espartaria; indústria da cortiça"	"Manufacture of other products of wood; manufacture of articles of straw and plaiting materials; cork industry"	2
2051	2051	Fabricação de outras obras de madeira	Manufacture of other products of wood	2
20511	20511	Fabricação de caixões mortuários em madeira	Manufacture of wooden coffins	2
20512	20512	Fabricação de outras obras de madeira, n.e.	Manufacture of other products of wood, n.e.c.	2
2052	2052	"Fabricação de obras de cestaria e de espartaria; indústria da cortiça"	"Manufacture of articles of straw and plaiting materials; cork industry"	2
20521	20521	Fabricação de obras de cestaria e de espartaria	Manufacture of articles of straw and plaiting materials	2
20522	20522	Indústria da cortiça	Cork industry	2
-20405	DE	"Indústrias de pasta, de papel e de cartão e seus artigos; edição e impressão"	"Manufacture of pulp, paper and paper products; publishing and printing"	2
21	21	Fabricação de pasta, de papel e cartão e seus artigos	Manufacture of pulp, paper and paper products	2
211	211	Fabricação de pasta, de papel e cartão (excepto canelado)	Manufacture of pulp, paper and paperboard (excluding corrugated)	2
2111	2111	Fabricação de pasta	Manufacture of pulp	2
21110	21110	Fabricação de pasta	Manufacture of pulp	2
2112	2112	Fabricação de papel e de cartão (excepto canelado)	Manufacture of paper and paperboard (excluding corrugated)	2
21120	21120	Fabricação de papel e de cartão (excepto canelado)	Manufacture of paper and paperboard (excluding corrugated)	2
212	212	Fabricação de papel e cartão canelados e artigos de papel e cartão	Manufacture of articles of paper and paperboard	2
2121	2121	Fabricação de papel e cartão canelados e de embalagens de papel e cartão	Manufacture of corrugated paper and paperboard and of containers of paper and paperboard	2
21211	21211	Fabricação de papel e cartão canelados (inclui embalagens)	Manufacture of corrugated paper and paperboard (includes containers)	2
21212	21212	Fabricação de outras embalagens de papel e cartão	Manufacture of other containers of paper and paperboard	2
2122	2122	Fabricação de artigos de papel para uso doméstico e sanitário	Manufacture of household and sanitary goods and of toilet requisites	2
21220	21220	Fabricação de artigos de papel para uso doméstico e sanitário	Manufacture of household and sanitary goods and of toilet requisites	2
2123	2123	Fabricação de artigos de papel para papelaria	Manufacture of paper stationery	2
21230	21230	Fabricação de artigos de papel para papelaria	Manufacture of paper stationery	2
2124	2124	Fabricação de papel de parede	Manufacture of wallpaper	2
21240	21240	Fabricação de papel de parede	Manufacture of wallpaper	2
2125	2125	Fabricação de artigos de pasta de papel, de papel e de cartão, n.e.	Manufacture of other articles of paper and paperboard n.e.c.	2
21250	21250	Fabricação de artigos de pasta de papel, de papel e de cartão, n.e.	Manufacture of other articles of paper and paperboard n.e.c.	2
22	22	Edição, impressão e reprodução de suportes de informação gravados	Publishing, printing and reproduction of recorded media	2
221	221	Edição	Publishing	2
2211	2211	Edição de livros	Publishing of books	2
22110	22110	Edição de livros	Publishing of books	2
2212	2212	Edição de jornais	Publishing of newspapers	2
22120	22120	Edição de jornais	Publishing of newspapers	2
2213	2213	Edição de revistas e de outras publicações periódicas	Publishing of journals and periodicals	2
22130	22130	Edição de revistas e de outras publicações periódicas	Publishing of journals and periodicals	2
2214	2214	Edição de gravações de som	Publishing of sound recordings	2
22140	22140	Edição de gravações de som	Publishing of sound recordings	2
2215	2215	Edição, n.e.	Other publishing	2
22150	22150	Edição, n.e.	Other publishing	2
222	222	Impressão e actividades dos serviços relacionados com a impressão	Printing and service activities related to printing	2
2221	2221	Impressão de jornais	Printing of newspapers	2
22210	22210	Impressão de jornais	Printing of newspapers	2
2222	2222	Impressão, n.e.	Printing n.e.c.	2
22220	22220	Impressão, n.e.	Printing n.e.c.	2
2223	2223	Encadernação e acabamento	Bookbinding	2
22230	22230	Encadernação e acabamento	Bookbinding	2
2224	2224	Composição e outras preparações da impressão	Pre-press activities	2
22240	22240	Composição e outras preparações da impressão	Pre-press activities	2
2225	2225	Actividades relacionadas com a impressão, n.e.	Ancillary activities related to printing	2
22250	22250	Actividades relacionadas com a impressão, n.e.	Ancillary activities related to printing	2
223	223	Reprodução de suportes gravados	Reproduction of recorded media	2
2231	2231	Reprodução de gravações de som	Reproduction of sound recording	2
22310	22310	Reprodução de gravações de som	Reproduction of sound recording	2
2232	2232	Reprodução de gravações de vídeo	Reproduction of video recording	2
22320	22320	Reprodução de gravações de vídeo	Reproduction of video recording	2
2233	2233	Reprodução de suportes informáticos	Reproduction of computer media	2
22330	22330	Reprodução de suportes informáticos	Reproduction of computer media	2
-20406	DF	Fabricação de coque, produtos petrolíferos refinados e combustível nuclear	Manufacture of coke, refined petroleum products and nuclear fuel	2
23	23	Fabricação de coque, produtos petrolíferos refinados e tratamento de combustível nuclear	Manufacture of coke, refined petroleum products and nuclear fuel	2
231	231	Fabricação de coque	Manufacture of coke oven products	2
2310	2310	Fabricação de coque	Manufacture of coke oven products	2
23100	23100	Fabricação de coque	Manufacture of coke oven products	2
232	232	Fabricação de produtos petrolíferos refinados	Manufacture of refined petroleum products	2
2320	2320	Fabricação de produtos petrolíferos refinados	Manufacture of refined petroleum products	2
23200	23200	Fabricação de produtos petrolíferos refinados	Manufacture of refined petroleum products	2
233	233	Tratamento de combustível nuclear	Processing of nuclear fuel	2
2330	2330	Tratamento de combustível nuclear	Processing of nuclear fuel	2
23300	23300	Tratamento de combustível nuclear	Processing of nuclear fuel	2
-20407	DG	Fabricação de produtos químicos e de fibras sintéticas ou artificiais	Manufacture of chemicals, chemical products and man-made fibres	2
24	24	Fabricação de produtos químicos	Manufacture of chemicals and chemical products	2
241	241	Fabricação de produtos químicos de base	Manufacture of basic chemicals	2
2411	2411	Fabricação de gases industriais	Manufacture of industrial gases	2
24110	24110	Fabricação de gases industriais	Manufacture of industrial gases	2
2412	2412	Fabricação de corantes e pigmentos	Manufacture of dyes and pigments	2
24120	24120	Fabricação de corantes e pigmentos	Manufacture of dyes and pigments	2
2413	2413	Fabricação de outros produtos químicos inorgânicos de base	Manufacture of other inorganic basic chemicals	2
24130	24130	Fabricação de outros produtos químicos inorgânicos de base	Manufacture of other inorganic basic chemicals	2
2414	2414	Fabricação de outros produtos químicos orgânicos de base	Manufacture of other organic basic chemicals	2
24141	24141	Fabricação de resinosos e seus derivados	Manufacture of resinous and related products	2
24142	24142	Fabricação de carvão (vegetal e animal) e produtos associados	Manufacture of (vegetable and animal) charcoal and similar products	2
24143	24143	Fabricação de outros produtos químicos orgânicos de base, n.e.	Manufacture of other organic basic chemicals, n.e.c.	2
2415	2415	Fabricação de adubos e de compostos azotados	Manufacture of fertilizers and nitrogen compounds	2
24151	24151	Fabricação de adubos químicos ou minerais e de compostos azotados	Manufacture of chemical or mineral fertilisers and nitrogen compounds	2
24152	24152	Fabricação de adubos orgânicos e organo-minerais	Manufacture of organic and organic-mineral fertilisers	2
2416	2416	Fabricação de matérias plásticas sob formas primárias	Manufacture of plastics in primary forms	2
24160	24160	Fabricação de matérias plásticas sob formas primárias	Manufacture of plastics in primary forms	2
2417	2417	Fabricação de borracha sintética sob formas primárias	Manufacture of synthetic rubber in primary forms	2
24170	24170	Fabricação de borracha sintética sob formas primárias	Manufacture of synthetic rubber in primary forms	2
242	242	Fabricação de pesticidas e de outros produtos agroquímicos	Manufacture of pesticides and other agro-chemical products	2
2420	2420	Fabricação de pesticidas e de outros produtos agroquímicos	Manufacture of pesticides and other agro-chemical products	2
24200	24200	Fabricação de pesticidas e de outros produtos agroquímicos	Manufacture of pesticides and other agro-chemical products	2
243	243	"Fabricação de tintas, vernizes e produtos similares; mástiques ; tintas de impressão"	Manufacture of paints, varnishes and similar coatings, printing ink and mastics	2
2430	2430	"Fabricação de tintas, vernizes e produtos similares; mástiques ; tintas de impressão"	Manufacture of paints, varnishes and similar coatings, printing ink and mastics	2
24301	24301	Fabricação de tintas (excepto impressão), vernizes, mástiques e produtos similares	Manufacture of paints (except printing ink), varnishes, mastics and related products	2
24302	24302	Fabricação de tintas de impressão	Manufacture of printing ink	2
244	244	Fabricação de produtos farmacêuticos	Manufacture of pharmaceuticals products	2
2441	2441	Fabricação de produtos farmacêuticos de base	Manufacture of basic pharmaceutical products	2
24410	24410	Fabricação de produtos farmacêuticos de base	Manufacture of basic pharmaceutical products	2
2442	2442	Fabricação de preparações farmacêuticas	Manufacture of pharmaceutical preparations	2
24421	24421	Fabricação de medicamentos	Manufacture of medicaments	2
24422	24422	Fabricação de outras preparações e de artigos farmacêuticos	Manufacture of other pharmaceutical preparations and pharmaceuticals	2
245	245	Fabricação de sabões e detergentes, produtos de limpeza e de polimento, perfumes e produtos de higiene	Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations	2
2451	2451	Fabricação de sabões, detergentes, produtos de limpeza e de polimento	Manufacture of soap and detergents, cleaning and polishing preparations	2
24511	24511	Fabricação de sabões, detergentes e glicerina	Manufacture of soap, detergents and glycerol	2
24512	24512	Fabricação de produtos de limpeza, polimento e protecção	Manufacture of cleaning and polishing preparations	2
2452	2452	Fabricação de perfumes, cosméticos e de produtos de higiene	Manufacture of perfumes and toilet preparations	2
24520	24520	Fabricação de perfumes, cosméticos e de produtos de higiene	Manufacture of perfumes and toilet preparations	2
246	246	Fabricação de outros produtos químicos	Manufacture of other chemical products	2
2461	2461	Fabricação de explosivos e artigos de pirotecnia	Manufacture of explosives	2
24610	24610	Fabricação de explosivos e artigos de pirotecnia	Manufacture of explosives	2
2462	2462	Fabricação de colas e gelatinas	Manufacture of glues and gelatines	2
24620	24620	Fabricação de colas e gelatinas	Manufacture of glues and gelatines	2
2463	2463	Fabricação de óleos essenciais	Manufacture of essential oils	2
24630	24630	Fabricação de óleos essenciais	Manufacture of essential oils	2
2464	2464	Fabricação de produtos químicos para fotografia	Manufacture of photographic chemical material	2
24640	24640	Fabricação de produtos químicos para fotografia	Manufacture of photographic chemical material	2
2465	2465	Fabricação de suportes de informação não gravados	Manufacture of prepared unrecorded media	2
24650	24650	Fabricação de suportes de informação não gravados	Manufacture of prepared unrecorded media	2
2466	2466	Fabricação de outros produtos químicos, n.e.	Manufacture of other chemical products n.e.c.	2
24661	24661	Fabricação de produtos químicos auxiliares para uso industrial	Manufacture of chemical products for industrial use	2
