code,code_np,level,des_pt,des_en,class,level1,despt1,desen1,level2,despt2,desen2,level3,despt3,desen3,level4,despt4,desen4,level5,despt5,desen5
7-44.06,74406,4,Purificador  - anidrido sulfuroso,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74406,74406 Purificador  - anidrido sulfuroso,,,,
7-44.07,74407,4,Operador de desdobramento de ácidos gordos,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74407,74407 Operador de desdobramento de ácidos gordos,,,,
7-44.08,74408,4,Operador de sulfatação - sulfato de cobre,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74408,74408 Operador de sulfatação - sulfato de cobre,,,,
7-44.09,74409,4,Operador de reacção - ácido fosfórico,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74409,74409 Operador de reacção - ácido fosfórico,,,,
7-44.10,74410,4,Operador de fabricação de superfosfatos,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74410,74410 Operador de fabricação de superfosfatos,,,,
7-44.11,74411,4,Operador da reacção e da precipitação - zinebe,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74411,74411 Operador da reacção e da precipitação - zinebe,,,,
7-44.12,74412,4,Operador de sulfonador - detergentes,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74412,74412 Operador de sulfonador - detergentes,,,,
7-44.13,74413,4,Operador de neutralizador - detergentes,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74413,74413 Operador de neutralizador - detergentes,,,,
7-44.14,74414,4,Saboeiro,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74414,74414 Saboeiro,,,,
7-44.15,74415,4,Vigilante de instalação de preparação de ácido para fabrico de pasta para papel,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74415,74415 Vigilante de instalação de preparação de ácido para fabrico de pasta para papel,,,,
7-44.16,74416,4,Operador de preparação de licor de branqueamento para fabrico de pasta para papel,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74416,74416 Operador de preparação de licor de branqueamento para fabrico de pasta para papel,,,,
7-44.17,74417,4,Condutor de instalação de síntese - amoníaco,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74417,74417 Condutor de instalação de síntese - amoníaco,,,,
7-44.18,74418,4,Condutor de instalação de dessulfuração electrostática - amoníaco,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74418,74418 Condutor de instalação de dessulfuração electrostática - amoníaco,,,,
7-44.19,74419,4,Condutor de instalação de dessulfuração catalítica - amoníaco,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74419,74419 Condutor de instalação de dessulfuração catalítica - amoníaco,,,,
7-44.20,74420,4,Condutor de «reformer» primário - amoníaco,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74420,74420 Condutor de «reformer» primário - amoníaco,,,,
7-44.21,74421,4,Condutor de instalação de purificação de gases - amoníaco,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74421,74421 Condutor de instalação de purificação de gases - amoníaco,,,,
7-44.22,74422,4,Condutor de conversão do óxido de carbono - amoníaco,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74422,74422 Condutor de conversão do óxido de carbono - amoníaco,,,,
7-44.23,74423,4,Condutor de saturador - sulfato de amónio,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74423,74423 Condutor de saturador - sulfato de amónio,,,,
7-44.24,74424,4,Condutor de tratamento de purgas - sulfato de amónio,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74424,74424 Condutor de tratamento de purgas - sulfato de amónio,,,,
7-44.25,74425,4,Condutor de convertidor - ácido nítrico - processo ostwald,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74425,74425 Condutor de convertidor - ácido nítrico - processo ostwald,,,,
7-44.26,74426,4,Condutor de coluna de absorção - ácido nítrico - processo ostwald,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74426,74426 Condutor de coluna de absorção - ácido nítrico - processo ostwald,,,,
7-44.27,74427,4,Condutor de neutralização e mistura - nitroamoniacais,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74427,74427 Condutor de neutralização e mistura - nitroamoniacais,,,,
7-44.28,74428,4,Condutor de instalação de decomposição - ureia,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74428,74428 Condutor de instalação de decomposição - ureia,,,,
7-44.29,74429,4,Condutor de convertidor de glucose - transformação do amido,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74429,74429 Condutor de convertidor de glucose - transformação do amido,,,,
7-44.30,74430,4,Operador de sala de controlo - monómero ou polímeros de cloreto de vinilo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74430,74430 Operador de sala de controlo - monómero ou polímeros de cloreto de vinilo,,,,
7-44.31,74431,4,Operador de polimerizador - fabrico de policloreto de vinilo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74431,74431 Operador de polimerizador - fabrico de policloreto de vinilo,,,,
7-44.32,74432,4,Operador de gerador de acetileno,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74432,74432 Operador de gerador de acetileno,,,,
7-44.33,74433,4,Operador de alambique descontínuo - excepto petróleo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74433,74433 Operador de alambique descontínuo - excepto petróleo,,,,
7-44.34,74434,4,Operador de alambique contínuo - excepto petróleo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74434,74434 Operador de alambique contínuo - excepto petróleo,,,,
7-44.35,74435,4,Operador de evaporador,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74435,74435 Operador de evaporador,,,,
7-44.36,74436,4,Operador de instalação de extracção por solventes - oleaginosas,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74436,74436 Operador de instalação de extracção por solventes - oleaginosas,,,,
7-44.37,74437,4,Ajudante de operador de instalação de extracção por solventes - oleaginosas,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74437,74437 Ajudante de operador de instalação de extracção por solventes - oleaginosas,,,,
7-44.38,74438,4,Operador de refinação  - oleaginosas,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74438,74438 Operador de refinação  - oleaginosas,,,,
7-44.39,74439,4,Operador de cristalizador,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74439,74439 Operador de cristalizador,,,,
7-44.40,74440,4,Operador de cristalização de vazio - sulfato de cobre,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74440,74440 Operador de cristalização de vazio - sulfato de cobre,,,,
7-44.41,74441,4,Operador de cristalização contínua - sulfato de cobre,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74441,74441 Operador de cristalização contínua - sulfato de cobre,,,,
7-44.42,74442,4,Operador de cristalização estática - sulfato de cobre,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74442,74442 Operador de cristalização estática - sulfato de cobre,,,,
7-44.43,74443,4,Especialista de concentração - ácido fosfórico,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74443,74443 Especialista de concentração - ácido fosfórico,,,,
7-44.44,74444,4,Operador de extracção - antibióticos,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74444,74444 Operador de extracção - antibióticos,,,,
7-44.45,74445,4,Vigilante de instalação de concentração de licor para fabrico de pasta para papel,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74445,74445 Vigilante de instalação de concentração de licor para fabrico de pasta para papel,,,,
7-44.46,74446,4,Condutor de instalação de fraccionamento de ar - amoníaco,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74446,74446 Condutor de instalação de fraccionamento de ar - amoníaco,,,,
7-44.47,74447,4,Condutor de instalação de descarbonatação do hidrogénio - amoníaco,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74447,74447 Condutor de instalação de descarbonatação do hidrogénio - amoníaco,,,,
7-44.48,74448,4,Condutor de «prilling» - ureia e nitroamoniacais,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74448,74448 Condutor de «prilling» - ureia e nitroamoniacais,,,,
7-44.49,74449,4,Operador de tratamento por agitação - lavagem - urânio,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74449,74449 Operador de tratamento por agitação - lavagem - urânio,,,,
7-44.50,74450,4,Operador de extracção de urânio por aminas,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74450,74450 Operador de extracção de urânio por aminas,,,,
7-44.51,74451,4,Operador de precipitação - urânio,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74451,74451 Operador de precipitação - urânio,,,,
7-44.90,74490,4,"Outros operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,744,"744 Operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,74490,"74490 Outros operadores de aparelhos de destilação, reacção, cristalização e trabalhadores similares",,,,
7-45,745,3,Trabalhadores da refinação do petróleo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,745,745 Trabalhadores da refinação do petróleo,,,,,,,
7-45.10,74510,4,"Ajudante de operador de sala de comando, em geral - petróleo",,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,745,745 Trabalhadores da refinação do petróleo,,74510,"74510 Ajudante de operador de sala de comando, em geral - petróleo",,,,
7-45.20,74520,4,"Mecânico de refinação ou preparação de produtos petrolíferos, em geral",,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,745,745 Trabalhadores da refinação do petróleo,,74520,"74520 Mecânico de refinação ou preparação de produtos petrolíferos, em geral",,,,
7-45.30,74530,4,Mecânico de «nerox»,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,745,745 Trabalhadores da refinação do petróleo,,74530,74530 Mecânico de «nerox»,,,,
7-45.40,74540,4,Fornalheiro - petróleo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,745,745 Trabalhadores da refinação do petróleo,,74540,74540 Fornalheiro - petróleo,,,,
7-45.50,74550,4,Mecânico de bombas - petróleo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,745,745 Trabalhadores da refinação do petróleo,,74550,74550 Mecânico de bombas - petróleo,,,,
7-45.60,74560,4,Medidor de tanques - petróleo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,745,745 Trabalhadores da refinação do petróleo,,74560,74560 Medidor de tanques - petróleo,,,,
7-45.90,74590,4,Outros trabalhadores da refinação do petróleo,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,745,745 Trabalhadores da refinação do petróleo,,74590,74590 Outros trabalhadores da refinação do petróleo,,,,
7-46,746,3,Trabalhadores dos explosivos e pirotécnicos,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,746,746 Trabalhadores dos explosivos e pirotécnicos,,,,,,,
7-46.02,74602,4,Alimentador de secador e moinho de nitratos - explosivos,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,746,746 Trabalhadores dos explosivos e pirotécnicos,,74602,74602 Alimentador de secador e moinho de nitratos - explosivos,,,,
7-46.04,74604,4,Condutor de instalação de secagem e moagem de nitratos - explosivos,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,746,746 Trabalhadores dos explosivos e pirotécnicos,,74604,74604 Condutor de instalação de secagem e moagem de nitratos - explosivos,,,,
7-46.06,74606,4,Pesador de nitratos - explosivos,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,746,746 Trabalhadores dos explosivos e pirotécnicos,,74606,74606 Pesador de nitratos - explosivos,,,,
7-46.08,74608,4,Pesador de produtos para fabricação de explosivos,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,746,746 Trabalhadores dos explosivos e pirotécnicos,,74608,74608 Pesador de produtos para fabricação de explosivos,,,,
7-46.10,74610,4,Condutor de máquina misturadora semi-automática de produtos explosivos gelatinosos - sistema planetário,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,746,746 Trabalhadores dos explosivos e pirotécnicos,,74610,74610 Condutor de máquina misturadora semi-automática de produtos explosivos gelatinosos - sistema planetário,,,,
7-46.12,74612,4,Condutor de máquina misturadora semi-automática de produtos explosivos pulverulentos - sistema horizontal,,1980,7,7 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 8 e 9),,74,"74 Operadores de instalações de moagem, condutores de fornos, operadores de aparelhos de filtração, destilação e trabalhadores similares - química",,746,746 Trabalhadores dos explosivos e pirotécnicos,,74612,74612 Condutor de máquina misturadora semi-automática de produtos explosivos pulverulentos - sistema horizontal,,,,
